0.0,4.969,21.172,36.531,50.434,38.335,53.214,5.197,83.454,29.015,43.813,96.461,128.956,29.693,45.317,19.933,184.324,46.383,71.842,63.097
15.731,0.0,19.116,38.385,51.788,36.19,56.236,8.247,82.211,31.709,44.145,102.186,129.296,30.481,44.106,17.967,206.597,44.959,74.261,60.611
29.839,18.35,0.0,29.319,40.036,22.443,62.051,21.952,67.6,42.016,42.701,82.205,137.85,44.471,26.208,25.167,226.892,27.177,86.607,44.584
33.139,22.104,13.365,0.0,25.654,15.418,64.546,22.614,73.526,48.225,24.372,93.904,145.261,47.987,30.386,31.614,232.391,31.363,89.712,42.292
36.883,25.292,12.267,15.01,0.0,24.013,70.828,28.469,55.778,49.789,36.242,83.648,140.901,51.075,17.729,33.819,211.396,20.644,96.41,28.539
32.724,21.906,7.523,15.126,32.532,0.0,68.114,22.859,67.617,45.556,35.979,81.417,138.223,47.681,28.388,30.247,209.333,28.273,90.733,46.873
20.649,10.087,21.907,40.23,53.257,39.159,0.0,9.896,82.156,28.497,48.003,95.396,78.247,35.813,45.37,9.178,200.774,48.107,73.086,61.97
15.471,7.892,21.395,36.685,51.95,39.662,50.067,0.0,86.13,23.535,42.523,101.013,132.007,27.642,45.067,19.673,201.032,47.088,65.631,62.547
37.694,24.391,10.6,28.921,27.887,28.362,70.232,30.073,0.0,48.383,45.829,84.521,152.677,52.392,1.0,34.907,229.776,15.709,94.475,32.598
16.743,8.511,22.34,39.613,51.1,38.185,51.29,3.596,85.552,0.0,43.209,101.945,123.957,28.783,45.508,15.969,202.829,46.931,65.074,63.312
29.64,17.461,17.3,12.501,35.572,23.025,63.18,17.175,80.511,37.437,0.0,90.576,134.405,42.693,35.746,27.403,217.039,37.437,84.321,49.949
30.151,18.607,1.0,31.738,38.046,22.754,64.14,23.544,65.89,43.692,44.556,0.0,145.492,45.789,25.748,27.4,215.579,29.633,90.077,46.978
21.237,10.767,21.633,40.822,54.347,41.644,1.0,11.64,90.577,29.41,48.926,101.16,0.0,37.329,46.981,10.112,226.26,47.256,72.999,63.927
15.664,6.086,21.527,38.25,51.735,39.928,55.258,3.656,90.24,28.492,43.342,93.75,124.497,0.0,44.409,19.095,201.128,46.441,71.749,61.925
37.437,24.257,8.481,26.603,25.154,26.847,66.071,27.896,40.232,49.948,46.371,79.398,144.519,51.629,0.0,34.161,230.8,13.887,91.403,31.053
19.673,7.687,19.161,36.571,50.171,37.247,44.074,11.04,78.644,27.773,46.483,97.245,127.258,34.092,41.457,0.0,204.321,43.703,74.58,57.768
1.0,6.077,23.492,41.127,53.795,39.945,53.877,6.309,87.401,31.627,44.65,94.322,129.666,30.877,45.519,21.036,0.0,46.245,70.618,65.959
36.039,23.981,9.225,27.294,24.225,25.023,74.191,27.85,53.157,50.731,45.127,89.389,162.077,54.48,13.419,34.052,230.627,0.0,93.077,25.879
15.698,8.615,21.859,37.747,50.535,40.411,52.135,1.0,89.076,26.407,43.652,101.985,128.929,28.525,46.685,21.404,197.058,48.454,0.0,65.635
37.669,25.155,11.879,24.182,16.216,25.31,74.228,29.662,52.037,50.328,40.644,89.381,145.441,52.809,15.26,35.14,223.091,9.963,101.707,0.0
